index,game,score,leaderbord,gamers,comp_perc,rating,url,min_comp_time,max_comp_time,Links,genres,developer,publisher,release_date,size
1294,Tamiku,1326,1.03,678,93.4,3.3,https://www.truetrophies.com/game/Tamiku/trophies,0,1,https://www.truetrophies.com/game/Tamiku,Action,Josyan,Ratalaika-Games,2020/September/18,119MB
1295,Tamiku (EU),1320,1.02,841,94.3,3.2,https://www.truetrophies.com/game/Tamiku-European/trophies,0,1,https://www.truetrophies.com/game/Tamiku-European,Action,Josyan,Ratalaika-Games,2020/September/18,119MB
1296,Task Force Kampas,1386,1.03,784,91.1,1.8,https://www.truetrophies.com/game/Task-Force-Kampas/trophies,0,1,https://www.truetrophies.com/game/Task-Force-Kampas,Shoot-em-up,Casiopea-Wave,eastasiasoft,2020/May/05,170MB
1297,Task Force Kampas (Asia),1365,1.01,434,96.8,0.5,https://www.truetrophies.com/game/Task-Force-Kampas-Asian/trophies,0,1,https://www.truetrophies.com/game/Task-Force-Kampas-Asian,Shoot-em-up,Casiopea-Wave,eastasiasoft,2020/May/07,170MB
1298,Task Force Kampas (EU),1386,1.03,920,91.5,1.0,https://www.truetrophies.com/game/Task-Force-Kampas-European/trophies,0,1,https://www.truetrophies.com/game/Task-Force-Kampas-European,Shoot-em-up,Casiopea-Wave,eastasiasoft,2020/May/06,170MB
1299,Task Force Kampas (JP),1369,1.01,535,96.3,0.5,https://www.truetrophies.com/game/Task-Force-Kampas-Japanese/trophies,0,1,https://www.truetrophies.com/game/Task-Force-Kampas-Japanese,Shoot-em-up,Casiopea-Wave,eastasiasoft,2020/May/07,170MB
1300,Tearaway Unfolded,3329,2.47,41479,11.7,3.7,https://www.truetrophies.com/game/Tearaway-Unfolded/trophies,20,25,https://www.truetrophies.com/game/Tearaway-Unfolded,Platformer,Media-Molecule,Sony-Computer-Entertainment,2015/September/08,6.80GB
1301,Tekken 7,1858,1.38,64736,36.5,3.9,https://www.truetrophies.com/game/Tekken-7/trophies,8,10,https://www.truetrophies.com/game/Tekken-7,Fighting,Bandai-Namco-Entertainment,Bandai-Namco-Entertainment,2017/June/01,41.60GB
1302,Tennis in the Face,458,1.45,4351,36.4,3.0,https://www.truetrophies.com/game/Tennis-in-the-Face/trophies,3,4,https://www.truetrophies.com/game/Tennis-in-the-Face,Puzzle,10tons,10tons,2014/December/09,40MB
1303,TERA,3862,2.96,27345,6.5,3.2,https://www.truetrophies.com/game/TERA/trophies,25,30,https://www.truetrophies.com/game/TERA,Action-RPG|Dungeon-Crawler|MMO|Role-Playing,Bluehole,En-Masse-Entertainment,2018/April/03,44.78GB
1304,Terminator Resistance,1470,1.13,6773,70.9,3.3,https://www.truetrophies.com/game/Terminator-Resistance/trophies,8,10,https://www.truetrophies.com/game/Terminator-Resistance,First-Person-Shooter,Teyon,Reef-Entertainment,2019/November/15,17.52GB
1305,Tesla vs Lovecraft,1589,1.23,2057,47.6,3.4,https://www.truetrophies.com/game/Tesla-vs-Lovecraft-PS4/trophies,12,15,https://www.truetrophies.com/game/Tesla-vs-Lovecraft-PS4,Shoot-em-up,10tons,10tons,2018/March/13,457MB
1306,Teslagrad,1712,1.36,29660,48.7,3.1,https://www.truetrophies.com/game/Teslagrad/trophies,4,5,https://www.truetrophies.com/game/Teslagrad,Platformer|Puzzle,Rain-Games,SOEDESCO,2014/December/03,805MB
1307,TETRA's Escape,1385,1.03,3001,93.9,2.6,https://www.truetrophies.com/game/Tetras-Escape/trophies,1,2,https://www.truetrophies.com/game/Tetras-Escape,Puzzle,ABX-Games-Studio,Ratalaika-Games,2018/August/07,333MB
1308,TETRA's Escape (Asia),1371,1.02,1465,96.2,2.1,https://www.truetrophies.com/game/Tetras-Escape-Asian/trophies,1,2,https://www.truetrophies.com/game/Tetras-Escape-Asian,Puzzle,ABX-Games-Studio,eastasiasoft,2018/September/21,359MB
1309,TETRA's Escape (EU),1388,1.03,5069,93.5,2.2,https://www.truetrophies.com/game/Tetras-Escape-European/trophies,1,2,https://www.truetrophies.com/game/Tetras-Escape-European,Puzzle,ABX-Games-Studio,Ratalaika-Games,2018/August/08,336MB
1310,That Trivia Game,476,1.59,1253,27.4,2.0,https://www.truetrophies.com/game/That-Trivia-Game/trophies,0,1,https://www.truetrophies.com/game/That-Trivia-Game,Educational-and-Trivia|Party,Happy-Dance-Games,The-Game-Room,2014/April/15,871MB
1311,That Trivia Game (EU),520,1.73,1574,21.5,1.8,https://www.truetrophies.com/game/That-Trivia-Game-European/trophies,0,1,https://www.truetrophies.com/game/That-Trivia-Game-European,Educational-and-Trivia|Party,Happy-Dance-Games,The-Game-Room,2014/June/25,871MB
1312,That's You!,3779,2.93,39522,3.9,3.2,https://www.truetrophies.com/game/Thats-You/trophies,15,20,https://www.truetrophies.com/game/Thats-You,Party,Wish-Studios,Sony-Interactive-Entertainment,2017/July/04,3.84GB
1313,The 25th Ward: The Silver Case,1725,1.28,482,50.8,3.1,https://www.truetrophies.com/game/The-25th-Ward-The-Silver-Case/trophies,25,30,https://www.truetrophies.com/game/The-25th-Ward-The-Silver-Case,Adventure|Visual-Novel,Grasshopper-Manufacture,NIS-America,2018/March/13,7.46GB
1314,The Amazing Spider-Man 2,2122,1.61,17319,23.7,3.0,https://www.truetrophies.com/game/The-Amazing-Spider-Man-2/trophies,15,20,https://www.truetrophies.com/game/The-Amazing-Spider-Man-2,Action-Adventure|Open-World,Beenox,Activision,2014/April/29,8.37GB
1315,The Binding of Isaac: Rebirth,5150,2.96,23668,1.0,4.4,https://www.truetrophies.com/game/The-Binding-of-Isaac-Rebirth/trophies,150,200,https://www.truetrophies.com/game/The-Binding-of-Isaac-Rebirth,Roguelite|Shoot-em-up,Nicalis,Nicalis,2014/November/04,477MB
1316,The Book of Unwritten Tales 2,1898,1.49,4806,39.7,3.5,https://www.truetrophies.com/game/The-Book-of-Unwritten-Tales-2/trophies,20,25,https://www.truetrophies.com/game/The-Book-of-Unwritten-Tales-2,Adventure|Point-and-Click,King-Art-Games,THQ-Nordic,2015/September/18,11.00GB
1317,The Bridge,677,2.15,9504,13.1,3.2,https://www.truetrophies.com/game/The-Bridge/trophies,8,10,https://www.truetrophies.com/game/The-Bridge,Puzzle,The-Quantum-Astrophysicists-Guild,The-Quantum-Astrophysicists-Guild,2015/August/18,664MB
1318,The Bunker,1410,1.08,9793,79.7,3.2,https://www.truetrophies.com/game/The-Bunker/trophies,2,3,https://www.truetrophies.com/game/The-Bunker,Adventure|Point-and-Click,Splendy-Games,Wales-Interactive,2016/September/20,5.40GB
1319,The Chantry,325,1.03,145,86.9,2.7,https://www.truetrophies.com/game/The-Chantry/trophies,0,1,https://www.truetrophies.com/game/The-Chantry,Adventure,Steel-Minions,Steel-Minions,2018/September/17,1.07GB
1320,The Complex,1419,1.13,2132,71.3,3.6,https://www.truetrophies.com/game/The-Complex/trophies,2,3,https://www.truetrophies.com/game/The-Complex,Adventure,Wales-Interactive,Wales-Interactive,2020/March/31,11.29GB
1321,The Council,2001,1.48,5891,30.9,3.8,https://www.truetrophies.com/game/The-Council/trophies,15,700,https://www.truetrophies.com/game/The-Council,Adventure|Point-and-Click,Big-Bad-Wolf,Focus-Home-Interactive,2018/March/13,4.73GB
1322,The Crew 2,2268,1.8,28957,19.4,3.4,https://www.truetrophies.com/game/The-Crew-2/trophies,25,30,https://www.truetrophies.com/game/The-Crew-2,Aerial|Arcade-Racing|Automobile|Naval|Open-World,Ivory-Tower,Ubisoft,2018/June/29,26.44GB
1323,The Dark Pictures Anthology: Little Hope,2840,2.18,8206,11.0,3.3,https://www.truetrophies.com/game/The-Dark-Pictures-Anthology-Little-Hope/trophies,25,30,https://www.truetrophies.com/game/The-Dark-Pictures-Anthology-Little-Hope,Adventure,Supermassive-Games,Bandai-Namco-Entertainment,2020/October/30,34.70GB
1324,The Dark Pictures Anthology: Man Of Medan,3277,2.51,23446,8.1,3.5,https://www.truetrophies.com/game/The-Dark-Pictures-Man-Of-Medan/trophies,25,30,https://www.truetrophies.com/game/The-Dark-Pictures-Man-Of-Medan,Adventure,Supermassive-Games,Bandai-Namco-Entertainment,2019/August/30,29.02GB
1325,The Deadly Tower of Monsters,1940,1.54,34267,38.3,3.2,https://www.truetrophies.com/game/The-Deadly-Tower-of-Monsters/trophies,5,6,https://www.truetrophies.com/game/The-Deadly-Tower-of-Monsters,Action-Adventure,ACE-Team,Atlus,2016/January/19,1.80GB
1326,The Elder Scrolls V: Skyrim Special Edition,3280,1.82,80936,7.6,4.6,https://www.truetrophies.com/game/The-Elder-Scrolls-V-Skyrim-Special-Edition/trophies,100,120,https://www.truetrophies.com/game/The-Elder-Scrolls-V-Skyrim-Special-Edition,Action-RPG|Open-World|Role-Playing,Bethesda-Game-Studios,Bethesda-Softworks,2016/October/28,19.40GB
1327,The Elder Scrolls V: Skyrim VR,8207,4.56,18031,1.4,4.3,https://www.truetrophies.com/game/The-Elder-Scrolls-V-Skyrim-VR/trophies,60,80,https://www.truetrophies.com/game/The-Elder-Scrolls-V-Skyrim-VR,Action-RPG|Open-World|Role-Playing,Bethesda-Game-Studios,Bethesda-Softworks,2017/November/17,19.74GB
1328,The Escapists,5660,3.07,12030,2.3,3.4,https://www.truetrophies.com/game/The-Escapists/trophies,20,25,https://www.truetrophies.com/game/The-Escapists,Simulation|Strategy,Mouldy-Toof-Studios,Team17-Software,2015/June/02,128MB
1329,The Evil Within,4736,2.45,56957,3.2,4.0,https://www.truetrophies.com/game/The-Evil-Within/trophies,50,60,https://www.truetrophies.com/game/The-Evil-Within,Action-Horror|Third-Person-Shooter,Tango-Gameworks,Bethesda-Softworks,2014/October/14,37.16GB
1330,The Evil Within 2,2480,1.84,40775,14.2,4.0,https://www.truetrophies.com/game/The-Evil-Within-2/trophies,30,35,https://www.truetrophies.com/game/The-Evil-Within-2,Action-Horror|Third-Person-Shooter,Tango-Gameworks,Bethesda-Softworks,2017/October/13,30.60GB
1331,The Fall,433,1.44,1761,26.6,3.3,https://www.truetrophies.com/game/The-Fall/trophies,2,3,https://www.truetrophies.com/game/The-Fall,Action-Adventure|Puzzle,Over-The-Moon-Games,Over-The-Moon-Games,2015/July/14,359MB
1332,The Gardens Between,1380,1.07,1199,85.0,3.3,https://www.truetrophies.com/game/The-Gardens-Between/trophies,1,2,https://www.truetrophies.com/game/The-Gardens-Between,Adventure|Puzzle,The-Voxel-Agents,The-Voxel-Agents,2018/September/20,1.58GB
1333,The Grand Tour Game,3160,1.55,2432,22.5,3.8,https://www.truetrophies.com/game/The-Grand-Tour-Game/trophies,15,20,https://www.truetrophies.com/game/The-Grand-Tour-Game,Arcade-Racing|Automobile,Amazon,Amazon,2019/January/15,5.15GB
1334,The House In Fata Morgana,1471,1.17,460,70.4,3.4,https://www.truetrophies.com/game/The-House-In-Fata-Morgana/trophies,0,1,https://www.truetrophies.com/game/The-House-In-Fata-Morgana,Visual-Novel,Novectacle,Mighty-Rabbit-Studios,2019/June/11,7.27GB
1335,The Inner World - The Last Wind Monk,1326,1.04,415,90.4,3.5,https://www.truetrophies.com/game/The-Inner-World--The-Last-Wind-Monk/trophies,4,5,https://www.truetrophies.com/game/The-Inner-World--The-Last-Wind-Monk,Adventure|Point-and-Click,Studio-Fizbin,Kalypso-Media,2017/October/24,4.00GB
1336,The Inner World - The Last Wind Monk (EU),1348,1.06,1054,85.2,3.3,https://www.truetrophies.com/game/The-Inner-World--The-Last-Wind-Monk-European/trophies,2,3,https://www.truetrophies.com/game/The-Inner-World--The-Last-Wind-Monk-European,Adventure|Point-and-Click,Studio-Fizbin,Kalypso-Media,2017/October/20,4.00GB
1337,The Inner World (EU),1350,1.05,1634,88.8,3.2,https://www.truetrophies.com/game/The-Inner-World-European/trophies,2,3,https://www.truetrophies.com/game/The-Inner-World-European,Adventure|Point-and-Click,Studio-Fizbin,Headup-Games,2017/March/29,1.90GB
1338,The Inpatient,2694,2.09,6270,13.5,3.1,https://www.truetrophies.com/game/The-Inpatient/trophies,6,8,https://www.truetrophies.com/game/The-Inpatient,Adventure,Supermassive-Games,Sony-Interactive-Entertainment,2018/January/23,10.42GB
1339,The Invisible Hours,1855,1.44,1983,41.5,3.8,https://www.truetrophies.com/game/The-Invisible-Hours/trophies,5,6,https://www.truetrophies.com/game/The-Invisible-Hours,Adventure,Tequila-Works,GameTrust-Games,2017/October/10,6.40GB
1340,The Keeper of 4 Elements,629,2.0,604,13.4,2.6,https://www.truetrophies.com/game/The-Keeper-of-4-Elements/trophies,8,10,https://www.truetrophies.com/game/The-Keeper-of-4-Elements,Tower-Defence,SMARTPHONE-LABS,SMARTPHONE-LABS,2016/December/01,127MB
1341,The King of Fighters 2000,473,1.58,2195,30.7,3.7,https://www.truetrophies.com/game/The-King-of-Fighters-2000/trophies,3,4,https://www.truetrophies.com/game/The-King-of-Fighters-2000,Fighting,SNK-Playmore,SNK-Playmore,2016/May/03,1.18GB
1342,The Language of Love,1366,1.01,697,97.6,3.3,https://www.truetrophies.com/game/The-Language-of-Love/trophies,0,1,https://www.truetrophies.com/game/The-Language-of-Love,Visual-Novel,ebihime,Ratalaika-Games,2020/October/27,507MB
1343,The Language of Love (EU),1360,1.01,798,98.2,2.8,https://www.truetrophies.com/game/The-Language-of-Love-European/trophies,0,1,https://www.truetrophies.com/game/The-Language-of-Love-European,Visual-Novel,ebihime,Ratalaika-Games,2020/October/28,507MB
1344,The Last Blade 2,378,1.2,3004,58.1,3.5,https://www.truetrophies.com/game/The-Last-Blade-2/trophies,2,3,https://www.truetrophies.com/game/The-Last-Blade-2,Fighting,Code-Mystics,SNK-Playmore,2016/May/24,257MB
1345,The Last Campfire,1495,1.16,1578,70.3,3.9,https://www.truetrophies.com/game/The-Last-Campfire/trophies,5,6,https://www.truetrophies.com/game/The-Last-Campfire,Adventure,Hello-Games,Hello-Games,2020/August/27,1.89GB
1346,The Last Guardian,3435,2.69,31767,8.1,3.8,https://www.truetrophies.com/game/The-Last-Guardian/trophies,25,30,https://www.truetrophies.com/game/The-Last-Guardian,Action-Adventure,SIE-Japan-Studio,Sony-Computer-Entertainment,2016/December/06,12.69GB
1347,The Last of Us Part II,2407,1.76,141018,2.3,4.4,https://www.truetrophies.com/game/The-Last-of-Us-Part-II/trophies,30,35,https://www.truetrophies.com/game/The-Last-of-Us-Part-II,Action-Horror|Stealth|Third-Person-Shooter,Naughty-Dog,Sony-Interactive-Entertainment,2020/June/19,78.33GB
1348,The Last of Us Remastered,4440,2.24,199393,7.2,4.7,https://www.truetrophies.com/game/The-Last-of-Us-Remastered/trophies,50,60,https://www.truetrophies.com/game/The-Last-of-Us-Remastered,Action-Horror|Stealth|Third-Person-Shooter,Naughty-Dog,Sony-Interactive-Entertainment,2014/July/29,43.50GB
1349,The Last Remnant Remastered,2604,1.95,1999,15.7,3.5,https://www.truetrophies.com/game/The-Last-Remnant-Remastered/trophies,60,80,https://www.truetrophies.com/game/The-Last-Remnant-Remastered,Role-Playing|Strategy|Turn-Based,Square-Enix,Square-Enix,2018/December/06,11.89GB
1350,The Legend of Heroes: Trails of Cold Steel,2956,2.19,7595,12.1,4.5,https://www.truetrophies.com/game/The-Legend-of-Heroes-Trails-of-Cold-Steel/trophies,100,120,https://www.truetrophies.com/game/The-Legend-of-Heroes-Trails-of-Cold-Steel,Role-Playing|Turn-Based,Nihon-Falcom,Xseed-Games,2015/December/22,4.61GB
1351,The Legend of Heroes: Trails of Cold Steel (EU),2664,1.97,3926,16.3,4.5,https://www.truetrophies.com/game/The-Legend-of-Heroes-Trails-of-Cold-Steel-European/trophies,100,120,https://www.truetrophies.com/game/The-Legend-of-Heroes-Trails-of-Cold-Steel-European,Role-Playing|Turn-Based,Nihon-Falcom,NIS-America,2016/January/29,3.40GB
1352,The Legend of Heroes: Trails of Cold Steel (JP),2172,1.61,7695,26.7,3.8,https://www.truetrophies.com/game/The-Legend-of-Heroes-Trails-of-Cold-Steel-Japanese/trophies,80,100,https://www.truetrophies.com/game/The-Legend-of-Heroes-Trails-of-Cold-Steel-Japanese,Role-Playing|Turn-Based,Nihon-Falcom,Nihon-Falcom,2013/September/26,4.48GB
1353,The Legend of Heroes: Trails of Cold Steel II,2243,1.66,5007,21.8,4.6,https://www.truetrophies.com/game/The-Legend-of-Heroes-Trails-of-Cold-Steel-II/trophies,80,100,https://www.truetrophies.com/game/The-Legend-of-Heroes-Trails-of-Cold-Steel-II,Role-Playing|Turn-Based,Nihon-Falcom,Xseed-Games,2016/September/06,6.56GB
1354,The Legend of Heroes: Trails of Cold Steel II (JP),1921,1.42,4851,34.3,3.6,https://www.truetrophies.com/game/The-Legend-of-Heroes-Trails-of-Cold-Steel-2-Japanese/trophies,80,100,https://www.truetrophies.com/game/The-Legend-of-Heroes-Trails-of-Cold-Steel-2-Japanese,Role-Playing|Turn-Based,Nihon-Falcom,Nihon-Falcom,2014/September/25,5.95GB
1355,The Legend of Heroes: Trails of Cold Steel III,2050,1.52,3247,23.2,4.4,https://www.truetrophies.com/game/The-Legend-of-Heroes-Trails-of-Cold-Steel-III/trophies,60,80,https://www.truetrophies.com/game/The-Legend-of-Heroes-Trails-of-Cold-Steel-III,Role-Playing|Turn-Based,Nihon-Falcom,NIS-America,2019/October/22,39.58GB
1356,The Legend of Korra,1988,1.58,9063,29.7,3.2,https://www.truetrophies.com/game/The-Legend-of-Korra/trophies,10,12,https://www.truetrophies.com/game/The-Legend-of-Korra,Action-Adventure|Beat-em-up,PlatinumGames,Activision,2014/October/21,2.70GB
1357,The LEGO Movie 2 Videogame,1691,1.3,3920,49.5,3.3,https://www.truetrophies.com/game/The-LEGO-Movie-2-Videogame/trophies,15,20,https://www.truetrophies.com/game/The-LEGO-Movie-2-Videogame,Action-Adventure,TT-Games,Warner-Bros-Interactive-Entertainment,2019/February/26,7.55GB
1358,The LEGO Movie Videogame,1838,1.39,15767,41.4,3.6,https://www.truetrophies.com/game/The-LEGO-Movie-Videogame/trophies,15,20,https://www.truetrophies.com/game/The-LEGO-Movie-Videogame,Action-Adventure,Travellers-Tales,Warner-Bros-Interactive-Entertainment,2014/February/07,6.80GB
1359,The LEGO Movie Videogame (DE),1701,1.29,3350,50.5,3.7,https://www.truetrophies.com/game/The-LEGO-Movie-Videogame-German/trophies,12,15,https://www.truetrophies.com/game/The-LEGO-Movie-Videogame-German,Action-Adventure,Travellers-Tales,Warner-Bros-Interactive-Entertainment,2014/May/14,6.40GB
1360,The LEGO NINJAGO Movie Video Game,2103,1.63,24130,29.4,3.5,https://www.truetrophies.com/game/The-LEGO-NINJAGO-Movie-Video-Game/trophies,15,20,https://www.truetrophies.com/game/The-LEGO-NINJAGO-Movie-Video-Game,Action-Adventure,Travellers-Tales,Warner-Bros-Interactive-Entertainment,2017/September/22,17.90GB
1361,The Little Acre,1402,1.07,7215,82.1,3.2,https://www.truetrophies.com/game/The-Little-Acre/trophies,1,2,https://www.truetrophies.com/game/The-Little-Acre,Adventure|Point-and-Click,Pewter-Game-Studios,Curve-Digital,2016/December/13,3.49GB
1362,The Long Reach,1436,1.06,1185,85.9,2.7,https://www.truetrophies.com/game/The-Long-Reach/trophies,1,2,https://www.truetrophies.com/game/The-Long-Reach,Adventure|Point-and-Click,Painted-Black-Games,Merge-Games,2018/March/13,275MB
1363,The Long Reach (EU),1452,1.08,1969,83.5,2.9,https://www.truetrophies.com/game/The-Long-Reach-European/trophies,1,2,https://www.truetrophies.com/game/The-Long-Reach-European,Adventure|Point-and-Click,Painted-Black-Games,Merge-Games,2018/March/14,526MB
1364,The Messenger,2015,1.48,2197,19.9,4.4,https://www.truetrophies.com/game/The-Messenger/trophies,10,12,https://www.truetrophies.com/game/The-Messenger,Metroidvania|Platformer,Sabotage-Studio,Devolver-Digital,2019/March/19,346MB
1365,The Mooseman,1351,1.07,834,84.8,3.3,https://www.truetrophies.com/game/The-Mooseman/trophies,1,2,https://www.truetrophies.com/game/The-Mooseman,Adventure,Vladimir-Beletsky--Mikhail-Shvachko,Sometimes-You,2018/July/18,621MB
1366,The Mooseman (EU),1343,1.07,945,85.1,2.0,https://www.truetrophies.com/game/The-Mooseman-European/trophies,1,2,https://www.truetrophies.com/game/The-Mooseman-European,Adventure,Vladimir-Beletsky--Mikhail-Shvachko,Sometimes-You,2018/July/18,619MB
1367,The Mummy Demastered,1944,1.44,1889,35.5,3.9,https://www.truetrophies.com/game/The-Mummy-Demastered/trophies,6,8,https://www.truetrophies.com/game/The-Mummy-Demastered,Metroidvania|Platformer,WayForward-Technologies,WayForward-Technologies,2017/October/24,541MB
1368,The Order: 1886,1633,1.21,120792,54.6,3.6,https://www.truetrophies.com/game/The-Order-1886/trophies,8,10,https://www.truetrophies.com/game/The-Order-1886,Third-Person-Shooter,Ready-At-Dawn,Sony-Computer-Entertainment,2015/February/20,31.58GB
1369,The Outer Worlds,3486,2.4,41877,0.9,4.1,https://www.truetrophies.com/game/The-Outer-Worlds/trophies,40,50,https://www.truetrophies.com/game/The-Outer-Worlds,First-Person-Shooter|Open-World|Role-Playing,Obsidian-Entertainment,Private-Division,2019/October/25,20.49GB
1370,The Park,339,1.07,4294,68.2,2.9,https://www.truetrophies.com/game/The-Park/trophies,0,1,https://www.truetrophies.com/game/The-Park,Adventure,Funcom,Funcom,2016/May/03,2.50GB
1371,The Path of Motus,1290,1.02,617,93.4,1.5,https://www.truetrophies.com/game/The-Path-of-Motus/trophies,3,4,https://www.truetrophies.com/game/The-Path-of-Motus,Platformer|Puzzle,MichaelArts,MichaelArts,2018/July/17,1.24GB
